anime_id,AFeature0,AFeature1,AFeature2,AFeature3,AFeature4,AFeature5,AFeature6,AFeature7,AFeature8,AFeature9,AFeature10,AFeature11,AFeature12,AFeature13,AFeature14,AFeature15,AFeature16,AFeature17,AFeature18,AFeature19,AFeature20,AFeature21,AFeature22,AFeature23,AFeature24,AFeature25,AFeature26,AFeature27,AFeature28,AFeature29,AFeature30,AFeature31
168,-0.024308564,-0.022622569,0.0047970475,0.020460032,0.07558057,0.054366298,0.066879705,0.01909222,0.024883797,-0.05192,-0.026353944,0.045483924,0.013335881,-0.026209952,0.02471776,0.032594126,-0.019393073,0.004343086,-0.022801362,-0.039312176,-0.087742165,0.017956488,-0.029354986,0.005962185,0.022981806,-0.005083138,0.05552446,-0.0075314874,-0.018789202,-0.05810605,-0.051047612,0.032626953
190,-0.025064936,-0.016441477,0.034718174,-0.02102741,-0.00473954,0.037544902,-0.009348143,-0.010482818,-0.010565375,0.040651575,0.014646879,0.008161163,0.055647407,0.011293718,-0.030604983,-0.04292904,-0.039972134,-0.0014181591,0.005968683,0.032578822,-0.011031504,-0.02302975,-0.0013559975,-0.013053427,-0.044479385,0.01311542,0.0414027,0.016945357,0.0033394191,0.012457399,0.080022864,0.038162515
199,-0.03497455,-0.0032166701,0.037273098,0.028562875,0.019741,0.024898201,0.006480184,-0.048523,0.01629247,0.029744968,0.042245008,-0.0010435809,0.015355411,0.039162282,0.014814612,-0.0031266215,0.022011729,0.04468745,0.010877656,-0.017963452,-0.020491917,-0.034951154,0.02787364,0.015911777,-0.034801442,-0.03603818,-0.01288291,-0.027705632,-0.00082171516,0.04755818,-0.047826596,0.042231478
205,-0.030458122,-0.00026353612,0.0031710684,0.012902679,-0.005509851,0.018133327,-0.11806158,0.0001805718,0.048725676,0.022631241,-0.036068637,0.018692387,-0.024671003,0.0057673664,0.04025905,-0.026914587,-0.010957502,0.028373962,0.0581642,-0.028971137,-0.035416044,-0.01723134,-0.027286226,0.030452099,0.026780272,0.015201808,0.054241583,0.050782762,0.030372538,0.012034999,0.0414846,-0.02634518
223,0.008828776,0.02342722,0.029708916,-0.04321324,0.026212707,0.048798062,6.731949e-05,-0.0010045894,0.03930564,-0.00022472772,-0.043200064,0.012416429,-0.03230376,0.019149626,0.009057392,-0.024555923,-0.010315727,-0.008739985,-0.03685658,-0.0669476,0.029761363,0.066875964,-0.00035610975,0.005788199,0.025427755,0.017116208,0.03118929,-0.05003314,-0.037790217,0.050227154,0.021861177,-0.0012886052
225,-0.030703166,0.012949576,0.038537856,-0.0030750963,0.008007951,-0.0018330686,0.01858914,0.0069581084,0.019241476,-0.06426041,0.017372254,-0.015048109,-0.08436399,-0.07722717,-0.031914786,-0.07154577,0.05148195,0.0012203304,0.03138738,-0.03630421,0.052365385,0.028060587,-0.01985329,0.013171016,0.03604945,-0.023070227,-0.0068738926,-0.0038953065,-0.0060426523,0.08296369,0.037266314,-0.027321788
226,-0.0225778,0.030340247,0.01821899,0.0041895574,0.051451806,0.009812033,-0.018129406,0.010457579,-0.0073884856,-0.016119597,-0.03165864,-0.041222658,-0.0357876,0.0018140749,-0.031674538,-0.008372867,0.043780275,-0.0131004555,-0.024677092,0.0134328,0.012292404,0.038132783,-0.029345786,-0.019971846,0.033701804,0.020866288,0.004484947,0.0077237533,0.033456113,0.0021948179,0.009420314,-0.0059118695
227,-0.062916465,-0.044196907,0.040758513,0.009959423,0.029840028,0.0020488116,0.050052624,0.0016462842,0.026782779,-0.036778722,-0.0458293,0.041702226,-0.06508021,0.04511499,-0.07834236,0.06892404,0.03311574,0.03777913,-0.01672488,0.05911736,-0.07447482,0.015637547,0.01217722,-0.022374338,0.076064415,-0.044076085,0.01023013,-0.0012165649,-0.03684417,0.026080836,-0.00037943723,-0.035219263
252,-0.008750882,-0.052787684,0.04763106,-0.026335878,-0.020467771,0.02547101,-0.06315824,0.049542718,0.005591909,0.046434253,-0.005456451,-0.010750126,0.029076941,0.030651148,-0.10378881,-0.029759988,-0.016684843,0.025520055,0.030187653,0.0022330456,-0.015882544,-0.0011903929,-0.027709955,0.0069964514,0.031535275,0.0015431225,0.007940828,-0.023861125,-0.0069767833,-0.0064417077,-0.038882915,-0.049813606
269,-0.013614691,0.03396825,0.012365637,-0.017969824,-0.047864877,-0.062836036,-0.014121476,-0.019509278,-0.062169287,-0.011481567,-0.0037068657,0.028240243,-0.039792735,0.019720726,-0.030837128,-0.061696768,0.006794572,-0.0061659743,0.03452352,-0.033951674,0.025034927,-0.017022349,0.030203108,-0.04327905,0.028674962,0.06685512,0.014729421,0.035585538,-0.030730678,0.029735526,-0.008648796,0.054189187
270,-0.015659213,0.032679822,-0.01764733,0.049466286,0.0047281226,0.0015860145,-0.0381319,-0.00874513,-0.02448467,-0.032495815,0.035651907,0.034560725,-0.03259456,0.03741696,-0.02112223,-0.017642282,0.02452305,-0.06373565,0.023727043,-0.011328675,0.01845815,0.023370897,-0.014649393,0.010557075,0.019601308,-0.018694997,0.10508869,-0.046174683,-0.03022536,0.027175702,0.03480144,-0.00010099809
287,0.021206692,0.014322261,0.015445024,0.070019744,-0.03817687,0.032072518,-0.0569051,-0.036482446,-0.05005579,-0.030805513,-0.052054964,-0.021753415,0.04112822,0.065370895,0.019383913,-2.5844942e-05,0.05517087,-0.044609677,0.028154127,-0.02263489,-0.05418742,0.02324171,0.034909453,-0.009796558,0.030652873,0.021563286,-0.0071812565,-0.013779531,-0.0496066,-0.0017946466,-0.017110491,0.037098333
289,-0.008348277,0.028141353,0.011066401,-0.013886153,-0.024533944,0.029813608,-0.0645238,-0.020052824,-0.000545571,0.029468114,0.020975143,0.05712389,-0.02978085,-0.033514936,0.04728781,-0.026723793,0.017939735,0.028419623,-0.03569282,-0.028996116,-0.030656392,-0.015769508,0.034696598,-0.025116183,-0.008958486,-0.03181803,-0.045210097,-0.09578677,-0.032571312,0.012877626,0.017891288,0.031637054
296,-0.036254153,-0.02081193,0.012906651,-0.025972245,-0.010616749,0.011213333,-0.053292662,0.02167299,0.006490679,0.011500075,0.022829235,0.039514456,0.016625017,-0.045176443,0.02635948,-0.01983727,0.005887138,-0.013061048,-0.024508266,0.01784874,-0.04612097,0.019126939,0.046337586,0.043578222,-0.0020622893,0.0027548599,-0.01813321,0.066764235,0.063540615,0.010463917,0.03148822,-0.03729692
355,0.034157157,-0.040879853,0.01637019,-0.0075736637,0.04505034,-0.032627504,-0.026297856,0.006664777,-0.008840581,0.004618496,-0.032919016,-0.0416289,0.010551009,0.0136368675,0.020347625,0.06467631,0.053939264,0.008474843,-0.019181935,-0.0420415,-0.03217471,0.003566858,0.03923648,0.05845355,-0.019117672,-0.07020889,0.014336433,-0.07461694,0.0035076914,-0.04131598,0.01961921,0.050086364
356,0.009935597,0.020300437,0.0074681365,-0.003246253,-0.049267206,-0.0058909827,0.021169607,0.028416818,-0.0007556487,0.0147648845,-0.02672661,0.047674846,0.04581333,0.008173279,0.05881114,0.005173454,0.036910154,0.026007919,-0.057032622,-0.011130884,-0.05412873,-0.0028127565,-0.06828157,0.02562141,0.027964555,-0.079428755,-0.00037031798,-0.08992611,-0.013363153,0.021485133,0.020615557,-0.056063965
380,0.08143057,-0.0087670125,0.009185228,-0.037960712,0.030414732,-0.08047601,0.046841092,0.031150602,-0.025979258,0.041273154,0.023732664,-0.038132764,-0.043817494,0.0038335212,-0.044262428,-0.0029298507,0.03620786,-0.046199184,-0.043969803,-0.027477412,0.103402674,0.021123543,0.056668922,-0.0064925104,0.013242293,0.05327224,0.04614277,-0.025927274,-0.030168628,0.07554171,-0.051564794,-0.037064716
399,0.042111933,-0.01582022,0.015560894,-0.02533217,-0.02639073,-0.064370416,0.026997132,0.0034171469,-0.019154435,-0.056678686,0.04374622,-0.0711894,0.027155235,0.033438638,-0.0049407766,-0.03538338,-0.020938605,-0.026599124,0.0012778267,0.0420906,0.013483398,0.053259857,0.023367202,-0.028306728,-0.014776795,0.053063884,0.053207174,-0.012715854,-0.03749622,0.0067382203,-0.0020167732,-0.037300657
425,-0.02997675,0.029080022,-0.0034241555,0.0009242451,0.05598347,-0.0032153786,0.0125708375,0.0437433,0.019988874,-0.020011155,0.008684906,-0.031534918,-0.010686785,-0.017936705,-0.022414898,-0.05906776,0.00033954356,-0.014504322,-0.006723019,-0.024055047,-0.06286247,-0.054969102,0.007840215,-0.0190523,0.0050416756,0.013930937,-0.022126535,0.016319321,0.0066039595,0.047661103,0.038958233,0.04580347
428,0.064967185,-0.04970043,-0.010915937,0.045740187,-0.01876744,0.0054065334,0.019462086,-0.02654838,-0.011031657,-0.03341692,0.006705264,-0.022651449,0.026012966,-0.012203869,-0.00014204744,-0.009219888,0.06917829,0.008892753,0.040485676,0.012407301,0.032036643,0.01207594,0.009650479,0.059392218,0.026363546,-0.0011101335,0.031196177,-0.035698418,0.1051748,0.014895381,0.057541594,0.021939304
430,-0.045929004,-0.09106481,-0.010428749,0.010510562,0.047631793,0.07911336,0.01170965,0.028421555,0.05245431,0.032700103,-0.08096061,-0.04124105,-0.03287549,-0.02362546,0.022325618,0.018813698,0.050652098,-0.031530976,0.03519757,0.022102948,0.0519031,0.024969835,0.0067269327,-0.058247432,-0.007675558,-0.0082580475,-0.037010405,0.02231581,0.023511676,0.054013193,-0.0050669946,0.060191616
431,0.029903341,0.0065444247,0.029668018,-0.0131149795,0.025044251,0.021228915,0.006697441,0.06885566,0.015367472,0.07720499,-0.029116115,0.022393454,-0.00318739,0.0128019,-0.0020326385,0.020623628,0.024036847,-0.045527514,0.020495972,-0.04416962,-0.0115237525,-0.00145231,0.042066447,0.0136941625,0.0030073882,-0.02185724,0.029545408,-0.036199518,0.017557025,0.015266788,0.060314108,-0.0072112144
451,-0.09440254,0.058070306,-0.037910745,-0.009524281,-0.027805794,-0.035232913,-0.050009277,-0.098854356,-0.001845818,-0.030132925,0.018805271,0.03472379,-0.02354702,-0.0057100495,-0.009425589,-0.010948576,-0.025206609,-0.030680446,0.0031484193,-0.020301951,-0.021011349,-0.042210005,-0.015712889,0.08442374,0.031209273,-0.0343998,-0.075949594,0.033547472,-0.04475853,0.023440223,0.0308266,0.029648848
464,-0.014078587,-0.006042716,0.06603038,-0.005396827,0.03450621,-0.0036316635,0.004538403,0.08472117,0.042601712,0.033378605,-0.036604676,-0.06520043,-0.03221787,-0.016182583,0.013836302,0.015452253,0.0742058,-0.015327839,-0.058932032,-0.007740258,-0.0010025904,-0.076410845,-0.016937295,-0.035454754,-0.04192528,-0.049840022,0.041539993,-0.02390118,0.04570192,0.023717463,-0.0304607,-0.037503045
478,0.027612971,-0.012480078,-0.009266006,0.029357415,-0.015018945,-0.027577043,-0.024692353,-0.021580582,-0.004950454,0.0005672168,-0.010603762,0.00095496426,-0.082589835,0.0020956525,0.008862727,-0.04904966,0.08060095,0.022982193,0.026792932,0.004178876,-0.012332255,-0.035933603,0.03616829,-0.032293856,-0.0072669717,0.07208032,0.025537372,-0.053948194,0.021869555,0.04177619,0.06255141,0.008825869
489,0.033341054,-0.0018025866,-0.079313114,0.040996738,0.0042817867,0.061538387,-0.023475112,-0.014111994,-0.027844887,-0.033227637,-0.044481978,-0.06494299,0.058205377,-0.07672942,0.040364854,0.015056496,0.004169284,-0.061956916,-0.010706414,0.015469694,0.027903259,0.027771842,0.05139366,0.018035464,-0.027203392,-0.056255348,-0.02789041,-0.043671355,-0.025694331,-0.04178174,-0.019747166,-0.010219344
497,-0.0023256806,-0.051122025,0.040187128,-0.056040302,0.073007025,-0.013682295,-0.011068372,-0.05714329,-0.0016556692,-0.024055056,-0.040503502,0.032867685,-0.012921339,-0.020332308,-0.012585653,0.03102848,-0.040322058,0.0041023395,0.082392626,0.036966793,-0.02413802,0.08294618,-0.09058797,-0.03151192,0.012322823,0.017048612,0.032905873,-0.047987655,-0.019473644,-0.028438656,-0.016582657,0.0070507927
498,-0.00055405434,0.010329949,-0.022123097,-0.08176496,-0.0041455794,0.0015078133,0.0137578435,-0.009233693,-0.040093556,-0.047270007,-0.012072413,0.06269528,-0.040684197,-0.0032006344,0.009594911,-0.04027367,0.019467749,0.010054572,0.017057193,0.039758302,-0.023040658,0.03332397,0.017288243,0.027705597,0.040994342,0.020525258,0.062453497,-0.05986603,-0.004665471,-0.024286468,-0.0106464205,-0.061030805
509,0.04263693,-0.064859755,0.0032115013,-0.014005134,-0.041305736,0.067455485,-0.083166584,0.016145634,-0.038945265,0.08339009,-0.022640293,0.043584082,-0.055460487,0.045272984,0.03308874,-0.03515533,0.03776266,-0.014909404,0.059078995,0.016721597,0.021709751,0.03375074,-0.008767829,-0.012476766,0.0135240005,-0.04709217,-0.026980355,-0.009364973,0.017396608,0.04954312,-0.0073165665,-0.022963524
516,-0.04126127,0.009324686,0.009447304,0.016824177,0.009923667,-0.0042333924,0.062879845,-0.027350299,-0.0069727656,-0.020392612,0.013390068,-0.07522035,0.03393799,0.014633026,-0.013551661,0.010758285,0.016694473,0.011525264,0.023289142,0.016060086,-0.0012880425,-0.03886791,-0.036504406,-0.03336728,0.013620054,0.009833442,-0.013484839,-0.066178024,-0.01883378,0.034469154,-0.0008727549,0.058243427
523,0.041479062,-0.059203688,0.008589435,-0.059420366,0.032598108,0.022250716,0.00052494754,-0.012996614,-0.0011088632,0.009312323,-0.007043167,-0.013598922,-0.030254563,-0.021109452,0.06362468,0.040497005,-0.021921791,-0.05887915,-0.02419345,0.027780222,0.029933173,0.008965508,-0.006889886,0.025961298,-0.02787486,-0.01815878,0.015305957,0.013625386,0.030008411,0.043760523,-0.075305276,0.047045134
539,0.023685813,-0.006125775,0.022426823,0.01677632,0.03964547,0.021138774,0.033470258,-0.0640741,-0.033670194,-0.038052645,0.007596941,-0.056073766,-0.005308487,-0.044266537,-0.050844632,0.016919797,-1.8285911e-05,-0.02559608,-0.01699579,-0.0259465,0.049235016,-0.034884725,0.030067848,0.040103585,-0.050455555,-0.054910153,0.039790854,-0.07140626,-0.06126105,0.0007319173,0.034070715,0.09522344
541,-0.08864641,-0.0353452,-0.016942369,-0.02425202,-0.04288283,-0.0013651152,0.010256602,0.015940826,-0.008852276,0.055231128,-0.029422652,0.029009184,-0.017135374,-0.015025947,0.04029585,-0.018872581,0.003018897,0.023298714,0.010229041,-0.0054195398,0.012616616,0.019953191,0.10100707,0.014913418,-0.005653026,-0.007969035,0.009964696,0.015795968,0.008314676,0.055152547,0.027660646,-0.040085334
551,-0.03427596,-0.0065326425,0.0037417887,-0.019446002,-0.032181155,0.0041530197,-0.029810408,0.0060700476,0.01769053,0.07750222,0.023020422,-0.018793268,0.015867637,0.005807923,0.045167156,0.03763526,0.030703453,0.03614075,0.046776697,0.0046997764,0.061455738,-0.023135087,-0.016495548,-0.024919754,0.016118944,0.039078757,-0.0101919975,-0.05927165,-0.030095931,0.056004975,-0.025045937,0.0025290241
552,0.05429102,-0.030169753,0.018036306,0.09473377,0.02739509,0.0010588277,0.015763927,-0.00376274,-0.024702298,-0.03959222,-0.014185018,0.024030305,-0.03135127,-0.0045431345,-0.00016011401,-0.022994418,0.05303026,0.0024038083,0.015228069,-0.0075779357,0.02825983,-0.00093873247,-0.04247521,0.008660736,-0.01718369,-0.022924263,0.058846895,-0.0008872218,0.05867637,-0.011636577,0.045481656,0.050361745
568,0.018470878,-0.05238605,0.040353525,0.025405142,-0.008339004,-0.022745628,-0.015019485,0.022822807,-0.012585756,0.02115705,0.00041655308,-0.038437035,-0.03897718,0.027410027,-0.0057843756,-0.030463802,-0.020789266,-0.024854202,0.038437124,-0.010563869,-0.032293137,-0.009237104,0.024529114,0.10139487,-0.008730986,0.020145705,-0.019112857,-0.023797201,-0.007933267,0.01852503,0.024546208,0.013144181
569,-0.0053842524,-0.03301326,0.0005115012,0.015589838,-0.07411868,0.03985822,0.09937237,0.05243292,-0.07366496,-0.025236398,0.060915004,-0.0048499997,-0.10715109,0.020461753,-0.055196427,-0.007367035,0.002200376,-0.0056435973,-0.030526157,0.00021970508,-0.06358826,0.04651778,-0.0541205,0.04716045,0.0028095075,0.036601882,-0.05347449,0.063607216,0.011594815,0.057560623,0.072734065,-0.000539238
576,0.015816191,-0.038935635,-0.05701377,-0.00021324198,0.017597934,0.060583927,-0.0787721,0.05492604,0.0438644,0.0324565,0.013171429,0.0076357764,0.008710634,0.004361404,0.024546364,-0.0026860994,-0.011900114,-0.0054274835,0.0696628,-0.05096403,-0.0022202085,-0.015807614,0.045394313,-0.040823895,0.03402605,0.025812743,-0.040043134,0.02188309,-0.020246487,0.012269408,-0.0040891054,-0.06931975
648,0.008653933,-0.03639813,0.032240123,-0.0074313576,0.006072143,-0.07140629,0.0110333925,-0.010353291,0.060228433,0.010834464,0.023098165,-0.016261736,-0.022310928,0.027490946,0.036917713,0.04200741,0.028763434,0.011646085,0.04415559,0.022258278,0.06627499,0.01913941,0.015847579,0.035457242,-0.033528764,-0.04695115,-0.017065438,-0.004099699,0.00906087,-0.009863038,0.023022741,0.004281897
649,-0.07178138,-0.05465708,-0.010435599,0.026776413,0.049432896,-0.0068362625,-0.041372065,-0.05584885,-0.07512475,0.032545764,0.038259614,-0.070028566,0.006105939,-0.056042142,-0.041238826,-0.069074914,-0.025317458,-0.019134108,0.0032767763,-0.08196087,0.042213134,-0.03672867,-0.006987187,0.00943157,-0.022262434,-0.0053245737,0.01955821,-0.010048096,0.038686216,-0.030024506,0.016203316,0.03267979
684,-0.0019595579,0.024108874,-0.033600412,-0.052643497,0.034181003,-0.019361597,-0.039887033,0.042427815,-0.016709846,0.018778924,-0.009071093,-0.0387112,0.025537305,-0.0035399375,0.023656432,9.50894e-05,0.017099682,-0.04166515,0.015101742,0.03718855,0.014277069,0.028487425,0.0010828808,0.016727487,0.008384532,0.001572635,-0.006854336,0.009815152,0.023972876,-0.026690511,-0.029676707,-0.014759955
685,-0.021513198,0.05482111,-0.011649859,0.008395279,-0.02149964,-0.10051283,-0.008657849,-0.00041972185,0.026983364,0.09795086,-0.0051300665,0.029706977,-0.06756935,-0.035860658,0.06385142,-0.009517064,0.0039685126,-0.005515773,-0.06607474,0.030933524,-0.031091746,-0.04945477,-0.04456662,0.002412656,0.011760376,0.011194299,0.04841537,0.01102579,0.113518536,-0.017449135,0.05305255,-0.03462966
